apple_tweet_id,customer_tweet_id,customer_text,apple_reply_text,created_at
1637144,1637145,@115858 why tf is there a question mark? Fix it https://t.co/TVbcmM8tLc,@500714 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Sun Nov 05 18:59:21 +0000 2017
1224193,1224195,@AppleSupport Any song I try to add to my library,"@158799 What happens if you try to remove a song from your library? Does it allow that, or does it still do nothing?",Mon Oct 16 16:03:01 +0000 2017
704491,704492,@AppleSupport why is my 3 year old iphone 6 battery better than my 8 plus?,@288348 We've received your DM. Look for our response there!,Thu Nov 23 18:18:38 +0000 2017
2269996,2269994,"@AppleSupport Yeah, I do. The music app sometimes crashes.",@660532 Let's continue. What is the current software version installed on the device? Do you experience this behavior only with the Music app or are other apps also affected?,Sun Nov 26 15:34:31 +0000 2017
1908187,1908188,"@AppleSupport since update to iOS 11.0.3 my iPhone SE keeps freezing, turning on apps and battery life is awful. Please help","@568450 We're happy to help and would like to go into more detail, so let's meet in DM and see what we can do for you. Thanks! https://t.co/GDrqU22YpT",Wed Oct 25 17:01:25 +0000 2017
2274035,2274036,@89529 @115858 I am going to end you for this update please fix it NOW because I am trying to BE CUTE ON THE INTERNET,@661440 We'd be happy to look into this with you. Can you provide us what you're experiencing?,Sat Nov 11 04:01:22 +0000 2017
1492806,1492805,@AppleSupport I use spotify but when the music is playing it doesn’t appear in the blocked screen or control center,@466661 Is Spotify the only App behaving this way? https://t.co/GDrqU22YpT,Mon Oct 16 22:37:11 +0000 2017
1167810,1167811,My fucking literally keeps turning off and turning back on @AppleSupport WTF!!! This shit is starting to piss me off,@394681 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Tue Oct 24 18:30:28 +0000 2017
927722,927723,Now I know I’m not tripping @AppleSupport This is the 2nd time this has happened. I never said Hey Siri or pressed the home button. #iphone https://t.co/o6Sz17gPcJ,"@340116 Meet us in DM, then we can work with you on making sure that Siri is activating when you want her to. https://t.co/GDrqU22YpT",Fri Oct 13 22:44:25 +0000 2017
1917995,1917996,@AppleSupport since iOS 11.3 my volume buttons only work a quarter of the time &amp; my phone always says its on silent - even when it’s not.,"@283056 Thanks for reaching out to us. We'd like to take a look in to this for you. Please send us a DM, and we'll get started. https://t.co/GDrqU22YpT",Thu Oct 26 04:17:38 +0000 2017
2385114,2385115,"My phone will be at 50%, drop to 13% in 5 minutes, shut down and then turn back on at 43% then die again at 25% and stay dead... fix your shit @115858 you updated my phone in the middle of the night at least make sure shit works.",@687434 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Sat Nov 25 15:34:47 +0000 2017
1160500,1160501,@AppleSupport What is going on with my Mac since I've updated to Mac high Sierra??? https://t.co/0eyYWmpeDg,@393030 We want to help! What model of Mac are you using? How frequently are you seeing this happen? https://t.co/GDrqU22YpT,Sun Oct 15 18:50:34 +0000 2017
617174,617175,@115858 bought a MacBook Pro 6 weeks ago. It was faulty straight out of the box. Just had it exchanged and the new one is also faulty. Shit,@266430 That's certainly not the experience we want you to have when purchasing any of our Apple devices. Please send us a DM and tell us what's going on with the MacBook Pro so we can look into this further. https://t.co/GDrqU22YpT,Wed Nov 22 08:47:32 +0000 2017
2966634,2966635,@116333 @115858 #HighSierra update ruined my #MacBookPro #Apple is becoming #RottenApple,"@608445 We'd like to see if we can assist with your MacBook Pro. Please DM us further details regarding what you're experiencing, and we'll proceed from there. Thank you. https://t.co/GDrqU22YpT",Wed Nov 29 22:42:30 +0000 2017
1002257,1002258,"@AppleSupport When I screen record and edit the video in iMovie, the sound goes missing. The microphone is turned on, and I can hear it when played inside the photo library. But not in imovie. Any fix?",@357248 Thanks for reaching out to us. For the best assistance please reach out to our iMovie experts here: https://t.co/IBIY3vMgPj,Sun Oct 22 11:01:47 +0000 2017
2284473,2284474,Can you hurry up and update this damn I️ glitch?!?!?? @AppleSupport,"@663862 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",Sat Nov 11 05:39:36 +0000 2017
59231,59232,"@AppleSupport Hi. I’ve had my iPhone X for less than 3 weeks and it’s been lagging and taking a while to respond to everything, especially typing, ever since I downloaded iOS 11.1.2. Is there anything I can do to fix it?","@129499 Thanks for reaching out to us for support. That is certainly not the experience that we want you to have with your iPhone X, and we are going to do everything we can to help you. When you have a free moment, please DM us so that we can look into this together. https://t.co/GDrqU22YpT",Thu Nov 23 01:52:22 +0000 2017
1679973,1679974,Is @115858 going to fix this box and exclamation mark issue or what?,@510866 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 13:01:54 +0000 2017
1822265,1822266,@AppleSupport please please please do another update ASAP as my phone beeping like a mofo and I’m unwell and this is NOT helping #getitfixed,@479420 We definitely want to help with us. DM us with some details and which country you're located in and we'll get started. https://t.co/GDrqU22YpT,Sun Oct 15 17:46:51 +0000 2017
45596,45599,@AppleSupport hello! I have a strange activity app glitch. It shows my average calories in a day as 18373. https://t.co/GINlpPlVmp,@126098 We're here to help. Meet us in DM and we'll take a further look at this together. https://t.co/GDrqU22YpT,Wed Nov 01 16:03:31 +0000 2017
622669,622668,@AppleSupport 11.1.2,"@267789 We know battery life is important, and we'll be happy to see how we can help with your iPhone. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT",Wed Nov 22 18:52:19 +0000 2017
1726278,1726279,@521943 @115858 RT still fix I️t Apple!!!$,@522094 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 03:11:38 +0000 2017
1495549,1495546,@AppleSupport The music still plays. Just the screen doesn’t show it,@467250 Does it show the music correctly within Control Center? Let us know in DM. https://t.co/GDrqU22YpT,Mon Oct 16 23:04:31 +0000 2017
1706158,1706160,@115858 I DOWNLOADED THE UPDATE WHERE TF ARE MY EMOJIS!??,@517097 We want you to have your emojis. What is the exact iOS version you are on? Find this in Settings &gt; General &gt; About.,Mon Nov 06 21:26:48 +0000 2017
1986901,1986902,@115858 @AppleSupport since this bulging #battery if I take it in will you replace? #MacBookPro https://t.co/Z6CG2ufJWB,"@588140 Meet up with us in DM so we can look into this issue in further details. Send us a message with your country, for support options. https://t.co/GDrqU22YpT",Thu Nov 02 03:44:57 +0000 2017
320908,320909,@AppleSupport https://t.co/gbvJLyTFjh,@192454 We've got your back. Let's pair up in DM to get to the bottom of the issues you're seeing. https://t.co/GDrqU22YpT,Sat Oct 07 03:00:53 +0000 2017
2731440,2731439,@AppleSupport No.,@765713 Have you ever been able to FaceTime? Let's continue in DM using the link below. https://t.co/GDrqU22YpT,Mon Nov 27 00:00:38 +0000 2017
1677107,1677108,Fix this shit @115858 🤬 https://t.co/fSYSvWeOov,@510143 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 06:07:29 +0000 2017
1912942,1912944,@115858 and then I have to unlock my phone and go into the app to continue,@569812 Let's work on this together. Which version of iOS do you have installed currently? Have you tried any troubleshooting yet?,Wed Oct 18 12:46:57 +0000 2017
1492625,1492626,@AppleSupport I need help with the messaging,@452287 Thank you for reaching out to us. Please DM us what you are experiencing along with the device you are using. https://t.co/GDrqU22YpT,Sun Nov 12 07:13:33 +0000 2017
460854,460852,"@AppleSupport And in notes, while I scroll down them, all my links tend to separate as I’m scrolling and I can’t copy and paste them","@224484 Understood. Do you have a strong Wi-Fi connection? Have you tried any troubleshooting steps, such as restarting or connecting to another Wi-Fi network?",Fri Dec 01 02:12:43 +0000 2017
464740,464741,"My phone keeps restarting by itself and it is really slow and i can't get two mins on it without it restarting... HELP!!!! 

@115858 #sendhelp #prayforme","@225533 Thanks for reaching out. Which iOS is this occurring on? Let us know in a DM, we'd like to help. https://t.co/GDrqU22YpT",Fri Dec 01 03:42:20 +0000 2017
1655010,1655011,Ah yes this seems legit @AppleSupport https://t.co/MlT8MNSfNJ,@313463 It's great that you're cautious. Definitely not an authentic message from Apple. Here's some more info: https://t.co/sayPykspsk,Mon Nov 06 01:31:18 +0000 2017
1417407,1417408,@449453 ^@AppleSupport that shit didn’t work,@449452 Let's connect in DM. We'd like to gather some additional details from you. https://t.co/GDrqU22YpT,Thu Nov 02 02:45:46 +0000 2017
2322482,2322483,"@115858 Thank you for not waking me up today ... your update 11.2 broke the sleep-time alarm clock and it doesn't work, when phone is muted 🔥","@672973 We rely on our alarms too, so we get how important it is to have them work as expected. When you have a chance, please send us a DM so we can go over some information. https://t.co/GDrqU22YpT",Mon Nov 13 08:19:25 +0000 2017
1880043,1880044,@115948 can I get some @AppleSupport I want to follow friends and share playlists. But I can’t see a find friends option here. https://t.co/sw63APNDDU,@561115 That's a good question. Please check out this great article: https://t.co/4e5C1TjqKH,Fri Oct 20 03:50:37 +0000 2017
1073187,1073190,@AppleSupport is there a way to restore the fantastic visual voicemail ‘playlist’ interface on iPhone which newest iOS has deleted?,@373236 You should still see a list of your Visual Voicemail. Let's make sure you're set up properly: https://t.co/FaFf2KILzY,Fri Oct 13 09:28:03 +0000 2017
1295089,1295091,@115858 why has my #iphone battery life gone to crap since the last couple of iOS updates?,@422757 We can check it out. Which device are you using? Can you tell us what you're experiencing?,Thu Oct 26 20:28:10 +0000 2017
1175764,1175765,"@AppleSupport Hi,the front of my Apple Watch is coming off. I’ve not dropped/cracked it, it’s like the face has been sliced.Is this common?What should I do? Thx",@396574 Thanks for reaching out to us. Let's meet up in DM to examine this more closely. https://t.co/GDrqU22YpT,Sun Oct 15 20:38:33 +0000 2017
2427232,2427234,@AppleSupport why is it that my IPhone 7 randomly shuts downs while listening to Pandora? Phone is up to date.,@276119 Is this happening in the Pandora App or listening through an internet browser?,Tue Nov 14 19:39:46 +0000 2017
2774246,2774247,"Hey @AppleSupport, is the ""i"" issue fixed? I really want to update my iOS, mainly so I can sync data across phones, but don't want the complications.","@775330 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",Tue Nov 21 13:41:46 +0000 2017
1684457,1684458,Who is Siri @AppleSupport,@511899 Siri is an intelligent personal assistant for iOS devices &amp; macOS Sierra or later: https://t.co/7mwdoAblwV,Mon Nov 06 14:43:00 +0000 2017
2193356,2193357,"Yo @115858, fix this “I️” shit.",@641911 We have released iOS 11.1.1 to resolve this issue. Go ahead and update your device and let know if you're still having issues. https://t.co/qODbOsp4wz,Thu Nov 09 20:18:51 +0000 2017
1677051,1677052,This little symbol crap is annoying @115858,@510120 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 06:29:08 +0000 2017
938163,938164,Phones broken thanks @115858,@342389 We'd like to help in any way we can. Please DM us more about what's happened. https://t.co/GDrqU22YpT,Sat Oct 21 14:31:15 +0000 2017
2179138,2179139,Por favor @115858 @AppleSupport 🙏🏼🙏🏼🙏🏼 se los ruego solucionen el problema con la duración de la batería 🔋😭😫,@638631 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Thu Oct 19 04:15:17 +0000 2017
1659142,1659143,"@116333 I am using 5S,but suddenly realize that it can get unlock without  passcode &amp; scan , where is the security feature??","@506202 We want to help. DM us, and let us know the details. We'll look into this. https://t.co/GDrqU22YpT",Mon Nov 06 04:04:40 +0000 2017
1939737,1939738,@115858 my (and others’) iPhone battery life has halved since latest software update. What can I do to improve it and when can we expect a fix?,@576970 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.0.3 downloaded?,Sun Oct 29 19:11:06 +0000 2017
2012710,2012711,@115858 if you don’t fix the update where the i changes to I️ i’m going to get an android,"@595145 Check out this article for some steps that can help: https://t.co/xXaXeeSRt9

If the issue persists, you can reach us via DM. https://t.co/GDrqU22YpT",Sun Nov 05 03:56:17 +0000 2017
1144258,1144259,So @115858 - I updated to iOS 11 and there doesn’t seem to be the option for hard pressing the screen to switch/close apps - is that right?,@389325 We'd like to help! Check out this article: https://t.co/w2fdi1mcZF,Tue Oct 24 08:02:58 +0000 2017
249289,249290,So how do you put your pictures from your old phone to the new phone? @AppleSupport,@175227 Congrats on the new iPhone! Our website here has some information that should help you: https://t.co/lOVrD5pu5o DM us if you have any questions. https://t.co/GDrqU22YpT,Sat Nov 25 02:37:42 +0000 2017
2962827,2962829,@AppleSupport Yes. After syncing I can see tracks in iTunes on my iPhone but can’t play it.,"@305612 Let's move over to DM, we'll look into other steps there. https://t.co/GDrqU22YpT",Wed Nov 29 21:28:25 +0000 2017
2057786,2057787,"hey, @115858. why is my iPhone 6+ laggy and glitching out ever since i updated to iOS11 🤔",@608595 We'd be happy to help get your iPhone running smoothly again. Can you DM us the exact version of iOS 11 you are running? https://t.co/GDrqU22YpT,Fri Oct 06 22:06:33 +0000 2017
483188,483189,"Can’t wait till August to leave @115858  2 months 3 updates and still can’t open apps, resetting 3 times a day can’t make call, turns itself off, no battery life. £50 a month for what!?",@229925 We don't like to hear your iPhone is struggling and we'll be happy to help look into this. Let's chat over in Direct Message. https://t.co/GDrqU22YpT,Fri Dec 01 07:44:19 +0000 2017
22992,22990,@AppleSupport This is the sound iOS 11.1.2 https://t.co/DnBzTBBg88,@121004 Thanks for that video. Let's look deeper into this with you. DM us what country you are in and we'll continue from there. https://t.co/GDrqU22YpT,Sun Nov 26 00:45:22 +0000 2017
1168941,1168939,@AppleSupport It's the iforgot page ( to change a password). Thanks. Could you DM a reply please?,@394963 Try accessing the site through the link in this article: https://t.co/pSqXVktNl7 DM us the results using the link below. https://t.co/GDrqU22YpT,Sun Oct 15 15:55:38 +0000 2017
631801,631802,@115858 @AppleSupport @115948  I updated my phone and all of my music downloaded through Apple Music is gone. I’m salty. What y’all gon do to fix this travesty?,@269731 We'll do everything that we can to assist you with getting your music restored. Have you tried restarting your phone? Click here and let us know in DM: https://t.co/GDrqU22YpT,Wed Nov 22 15:25:35 +0000 2017
1863252,1863253,i mean has the new @115858 ios 11 update fuccd anyone elses phone???,@556751 We want to make sure your iPhone is working as you expect it to. Could you join us in DM with more info on what you're seeing? https://t.co/GDrqU22YpT,Fri Oct 20 04:19:56 +0000 2017
1634569,1634570,@AppleSupport why isn’t my bank card working on my #AppStore ? 😩😡 #help #Applesupport,@500023 We're happy to help. Take a look here: https://t.co/LGiyy7sjW4 DM us if you're still having an issue. https://t.co/GDrqU22YpT,Sun Nov 05 17:59:49 +0000 2017
2402187,2402188,@115858 Speakers just stopped working #lit,@691114 We'd love to look into this with you. On which device has the speaker stopped working? Let us know in DM. https://t.co/GDrqU22YpT,Tue Nov 14 06:31:11 +0000 2017
1458080,1458081,This update is assssss !!!!!!!!! @115858 https://t.co/yhON4L3rQ5,"@458421 What's going on with your device after updating? Let us know, we'd be happy to help. DM us. https://t.co/GDrqU22YpT",Thu Nov 02 18:17:36 +0000 2017
2121686,2121687,"@AppleSupport When I'm making phone calls, something weird will happen and it cuts the other person off but just plays-back their side of the conversation to me on a loop which is very frustrating, as I have to end the call and restart my phone to call them back. Help.",@625093 We'd be happy to assist with that today! Send us a DM to get started. https://t.co/GDrqU22YpT,Wed Nov 08 08:48:26 +0000 2017
2313551,2313552,¿Qué garantía tenéis con los móviles nuevos? Me está fallando la batería 😢 @115858 @AppleSupport,@670884 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Sun Nov 12 22:10:00 +0000 2017
646905,646907,@AppleSupport any update for the I.T fix? Super annoying,@245995 We'd like to look into this with you. Please DM us which iOS version you see in Settings &gt; General &gt; About and we'll work with you there. https://t.co/GDrqU22YpT,Wed Nov 22 18:10:01 +0000 2017
240538,240536,@AppleSupport Just that,@173133 DM us using the link below. We're glad to look into this with you. https://t.co/nYknMGviju,Fri Oct 06 16:01:58 +0000 2017
598116,598114,@AppleSupport It’s iOS 11.2,"@261791 Thank you for that information. Have you tried any troubleshooting steps on your own? If you have, what were they? We would hate to have you repeat steps.",Sun Dec 03 20:10:06 +0000 2017
2005115,2005116,@AppleSupport again the iPhone refuses to log into wifi. Refuses to download. Why do I have to have this when an iOS upgrade is ready?,"@592946 We're here to help! Meet us in DM, and share your iOS version, model phone, and country so we know your support options. https://t.co/GDrqU22YpT",Sat Nov 04 00:27:57 +0000 2017
1981344,1981345,THERE WERENT ANY EMOJIS IN THIS AND THERE IS STILL A BOX!!!!! @AppleSupport @115858 https://t.co/XVVCHFuvI0,"@586489 We'd like to learn more. Send us a DM and let us know what device you're using, and when you first noticed the behavior. https://t.co/GDrqU22YpT",Thu Nov 02 15:01:20 +0000 2017
1895657,1895658,"@AppleSupport - version 11.0.3 Bluetooth problems, emails and screen freezing, battery life!! 😫","@565017 All things we would love to address with you today in more detail. Meet up with us in Direct Message at the link below, please. https://t.co/GDrqU22YpT",Tue Oct 24 08:59:43 +0000 2017
548157,548158,@AppleSupport my battery life has drastically reduced since the recent update. I used to be so happy that I didn't have to carry chargers to work now I can't make it through the work day! 😡😡😡,@247554 Having a dependable battery for your iPhone is expected and we'd like to help. We received your DM and will respond to you there shortly. Thanks.,Sat Dec 02 11:30:33 +0000 2017
151465,151463,@AppleSupport connects to other devices incl apple tv non 4k. version 11.1.2 (15B202) model MG472AA/A,@150589 Let's dig a little deeper.  Send us a DM letting us know which country you are located in. https://t.co/GDrqU22YpT,Fri Nov 24 18:09:44 +0000 2017
2291620,2291622,My account recovery has taken TWO WEEKS..what’s going on?!?!?! @AppleSupport @115858 .. over priced phones and zero urgency for support for your consumers...,"@665547 We know how important it is to have access to your Apple ID to fully utilize our services. Check out section ""Check the status, start over, or try to shorten the wait"" here: https://t.co/nXAGZj0EE7 Please DM us with any additional questions: https://t.co/GDrqU22YpT",Sun Nov 26 14:59:46 +0000 2017
1712482,1712483,@AppleSupport I️ hope you are fixing the letter I️. I️ am annoyed.,@518700 We received your DM. Be on the lookout for our response there.,Tue Nov 07 02:02:19 +0000 2017
2652672,2652674,@AppleSupport Hi folks. I cant install a app that I have bought. https://t.co/sY9ucPpdwP,@748101 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.  What happens when you attempt to install the App?,Sun Nov 19 01:59:28 +0000 2017
1981875,1981877,@115858 Same issue in my tweet. I’m not the only one experiencing this difficulty,@586645 We'd like to look into this with you. Please DM us which iOS version you're running and we'll continue there. https://t.co/GDrqU22YpT,Thu Nov 02 16:16:35 +0000 2017
1991261,1991262,@115858 what’s going on with the I️ replacement thing? Why is something weird popping up? https://t.co/NzPH0dE2RM,"@589310 We're glad you reached out. Send us a DM to let us know which device you're using, and which iOS version is installed. https://t.co/GDrqU22YpT",Fri Nov 03 02:21:00 +0000 2017
2699112,2699113,"@115858 HEY APPLE. FIX THE THING WHERE WHENEVER SOMEBODY TYPES THE LETTER ""i"" or ""I"" IT TURNS INTO ""A ?""","@758310 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it. For more info, check out: https://t.co/4f8hwT5to6",Sun Nov 19 19:47:50 +0000 2017
2255532,2255533,@AppleSupport why does my phone keep restarting and freezing during messages!,@589916 We know how important it is to communicate with the Messages app and we'll be glad to help. Is this happening with a specific conversation thread? Are you responding from the notification? Let's work together in a DM. https://t.co/GDrqU22YpT,Fri Nov 10 21:29:50 +0000 2017
2305420,2305422,@AppleSupport This is what’s happening https://t.co/jVjdTMMmCU,"@668874 We want to make sure we're understanding where you're at with this. To clarify, did you take that video after restarting your Mac in safe mode?",Sun Nov 12 23:13:39 +0000 2017
701677,701678,"Hey @115858 

Whatever infected update you sent out just so we would all go buy a new iPhone is really pissing me off. Stop your bullshit. This is all that happens now. From the MOMENT I updated my goddamn phone. https://t.co/OaJs5CoQoq",@287524 We want to help you get back to enjoying your iPhone. Please reach out via DM using the link below and tell us more about when you see the image you've shared. https://t.co/GDrqU22YpT,Thu Nov 23 15:12:33 +0000 2017
1689332,1689333,@AppleSupport I️ did that a couple times but it keep going back to doing the same thing,@512917 Got it! Thanks for trying that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Mon Nov 06 17:53:26 +0000 2017
746065,746066,@AppleSupport The last: 11.0.2 (15A421),"@298351 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT",Wed Oct 11 15:49:56 +0000 2017
1362550,1362551,Will .@115858 ever create a usable #iTunes? Now #Ratings for smart playlists in #macoshighsierra are messed up.,@437256 Let’s work together on this situation. Could you let us know more details via a DM? We’ll move forward from there. https://t.co/GDrqU22YpT,Fri Oct 27 04:49:34 +0000 2017
2949609,2949607,"@AppleSupport Apparently this was an intentional (and undesirable) change in iOS 11, according to various articles. e.g. https://t.co/QYadiuIPBL (4th paragraph)",@814577 Meet up with us in DM so we can continue there. https://t.co/GDrqU22YpT,Wed Nov 29 17:07:35 +0000 2017
940558,940559,I've turned it off &amp; on. Reset it. Closed and reopen settings app. What a fucking waste of space I already DON'T have @AppleSupport,@342970 Let's take a look at the steps listed in this article. https://t.co/Ui1yTnOCUz,Sat Oct 21 06:19:18 +0000 2017
2696061,2696063,"@AppleSupport Just upgraded to iPhone 8+, transferred data from cloud and now get this message every time I unlock my phone?  I’ve erased old apps and updated my settings to offload old apps. https://t.co/coOOAn7mm4","@724468 Congratulations on your new iPhone, we want you to enjoy it. Let's work to get to the bottom of this issue. Do you have any apps that appear dim or have white lines in your Home screen. Look here for an example: https://t.co/FgWA1fgP26",Sun Nov 19 18:12:35 +0000 2017
2057919,307350,@AppleSupport Why does the brightness on my phone reset to low every day? It’s a pain having to set it back up to the level I like.,@400166 Let’s team up on this situation. Which iPhone are you using? How long has this been happening? Let us know via a DM. https://t.co/GDrqU22YpT,Fri Oct 06 22:21:58 +0000 2017
2356526,2356524,@AppleSupport 11.1.1,@680773 Thank you. DM us and we'll get started. https://t.co/GDrqU22YpT,Mon Nov 13 20:12:14 +0000 2017
1691826,1691827,IVE UPDATED MY PHONE AND TWITTER WTF IS THIS @115858 @123765 https://t.co/KsEWTf4NxA,@513541 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 18:38:52 +0000 2017
1350168,1350169,Bruh I got up at 9 it’s 10:39 my phone is at 10%......IT WAS AT 100 AT 9 @115858 WTF IS UP WITH THIS BATTERY LIFE COMMON BRUH!!!!,@434844 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,Mon Oct 16 14:40:18 +0000 2017
1807485,1807486,@115858 depois da atualização ta cheio de bug,"@543008 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Wed Oct 18 01:46:22 +0000 2017
1143219,1143220,Hey @115858 your new software update broke my phone. Thanks 👍🏽,@389076 We'd be happy to help you with your iPhone. Can you tell us what's going on?,Sun Oct 15 15:54:29 +0000 2017
2283788,2283789,"my iphone x restarting by itself, not showing notifications sometimes. so annoying @AppleSupport","@663686 We'd love to help. Which software version are you using? Also, is your iPhone X restarting while using a particular app?",Sat Nov 11 04:40:09 +0000 2017
2630171,2630172,"@115858 @AppleSupport my #HaloGames from @115890 #HaloSA and #HaloSS are crashing. Latest iOS updates and iPhone 7 restarts did not help. 

These games are no longer on the app store. 

What do I do? https://t.co/r727jxvNjb","@596269 Reach out to us via DM, then we can advise you on this from there. https://t.co/GDrqU22YpT",Fri Nov 17 16:44:44 +0000 2017
245353,245354,@AppleSupport how do I turn shuffle off? I just want the tracks to play in album-order? https://t.co/uGIOkRVgUQ,@174253 Great question. We can offer some guidance. This article will show you how to turn Shuffle on/off: https://t.co/Q3ojzTGrTU,Thu Oct 05 13:03:12 +0000 2017
1999739,1999740,ios 11.1 is killing my battery fix this shit @AppleSupport,"@591287 Check out these great tips on maintaining battery health, and DM us if you have any questions: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT",Thu Nov 02 19:38:26 +0000 2017
105345,105346,my phone’s updated tho 🤔 what kinda bug is this @115858 fix it https://t.co/g3DalWEd91,@139265 We're here to help find the best solution. Can you send us a DM with detials on what you're referring to? https://t.co/GDrqU22YpT,Thu Nov 30 18:13:01 +0000 2017
1720813,1720814,"My IphoneX has glitches and isnt working properly. Check b4 you buy.
@115858 @AppleSupport @156471 @2310 https://t.co/kpIQZAgbSe",@472137 Congrats on the new iPhone. Let us help you enjoy it as expected. DM us the details of your issue here: https://t.co/GDrqU22YpT,Fri Nov 03 14:26:14 +0000 2017
620194,620195,🗣🗣 WHY IS THE “ I️ “ PROBLEM NOT SOLVED ON MY IPHONE @115858,"@267197 Let's check a few settings on your iPhone and see if we can resolve this. Which iOS are you currently running on your iPhone? Check here: Settings &gt; General &gt; About. If you're not on iOS 11.1.2, please update: https://t.co/80YRnjDFDk",Wed Nov 22 15:32:14 +0000 2017
1449292,1449294,2 Apple techs independently agreed my Apple Watch repair should be under warranty but @AppleSupport still won’t fix it  🤔,"@456305 Hey, we want to hear more about what's going on. DM us more details and we'll look into this together. https://t.co/GDrqU22YpT",Mon Oct 16 19:37:51 +0000 2017
1086060,1086061,How do I escalate an issue @AppleSupport?,"@376182 We'll gladly see how we can help. DM with more details, and we'll take it from there. https://t.co/GDrqU22YpT",Mon Oct 23 18:10:55 +0000 2017
855452,855453,@AppleSupport this new version is eating too much battery,@323166 We'd like to look into this with you together. Could you join us in DM with more details? https://t.co/GDrqU22YpT,Fri Oct 13 07:05:12 +0000 2017
34691,9221,@AppleSupport When will fix the problem with activation (error 0xE8000013)? Or your phones are now disposable?,@123523 Let's explore this in more details. Which device is exact iOS version are you using? When are you receiving this error?,Wed Nov 01 08:23:38 +0000 2017
1595973,1595975,"Hi @applesupport This two factor authentication is actually a headache when your phone has been stolen.
Please assist.
cc @115858",@490330 We know how important your security and privacy are. We've got a team of advisors to best assist you: https://t.co/UJm15vmMM2,Sat Nov 04 18:19:54 +0000 2017
2947090,2947091,"What the bloody hell @AppleSupport, been having this problem consistently... getting an alarm clock. https://t.co/rYKVfmbkm9",@813983 Let's help take a look. Follow up in DM. Tell us the version of iOS installed there. https://t.co/GDrqU22YpT,Wed Nov 29 14:15:11 +0000 2017
1529991,1529992,"@115858 so how does this get fixed ?! 

phone is updated. ... tried of seeing this i️ 🙄 https://t.co/plDYjGoszk",@474848 Let's work together to get this resolved. Reach out to us in DM and we'll be happy to help! https://t.co/GDrqU22YpT,Fri Nov 03 15:19:50 +0000 2017
2110778,2110780,"I love when @115858 and @118721 let you download on a pre order, but when you accidentally delete it off your phone, it won’t let you reload. Fuck you Apple","@622664 You can re-download purchased content at any time. Check out this article for details: https://t.co/I39AyMJNgb  Let us know if you have any questions, we're here for you!",Fri Nov 17 19:55:37 +0000 2017
1158029,1158026,@AppleSupport Not at all. In the car. Or not.,"@392415 What device and iOS version are you using? Send us a Direct Message, we'll continue on from there. https://t.co/GDrqU2kzhr",Tue Oct 24 20:02:07 +0000 2017
1078293,1078295,WHY DOES MY MUSIC PAUSE EVERY TIME I GET A NEW SNAPCHAT? #ios11update @115858,@374375 Thanks for reaching out. Please let us know what troubleshooting steps you have tried. We don't want you to repeat steps.,Mon Oct 23 16:40:53 +0000 2017
327627,327628,SOS help how do I get all my pictures back that got deleted off my phone and computer @AppleSupport,@194105 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,Sat Oct 07 14:30:07 +0000 2017
2000151,2000152,"MY PHONE JUST DIED AT 50% WTF
5% okay
10% whatever
20% bitch
BUT 50%?? OH HELL NO @APPLESUPPORT YALL BETTER FIX YOUR SHIT","@591416 Let's gather some information to assist you with this. First, which device and software version are you using? Please DM us. https://t.co/GDrqU22YpT",Thu Nov 02 21:32:21 +0000 2017
