conversation_root_id,customer_text,apple_reply_text
742298,@AppleSupport Why does my iPhone 6S Plus keep doing this at random when I click the home button? https://t.co/f6OrwzQ7gj,"@297504 This is expected. If you double tap on your Home button, it drops down the apps to make them reachable with one hand."
742990,i updated my phone just for the glitches to get worse than before @115858 ok i hear you im getting a new phone,@165923 Let's talk. How about we meet in a DM and check a few things with you? Tap here to meet us there: https://t.co/GDrqU22YpT
744260,"Dear @115858, instead of just telling me that your shitty device is ""unable to download x update"", why don't you tell me WHY?!","@297948 We can help! What device is this occurring on? Let us know via DM, then we can go from there. https://t.co/GDrqU22YpT"
746070,"Hey @applesupport #iOS11 is a big joke. Since the upgrading, my phone is slow slow so slow. Plus #freezing and #lagging. Hum 😤",@298351 Let us help you with that. What iPhone model are you currently using?
751780,Help me. @AppleSupport @118936 @8492 https://t.co/jDrT3fTjr0,"@299681 You're in the right place for help. To start, what iOS version is shown in Settings &gt; General &gt; About?"
756432,"@AppleSupport please stop making my messages disappear, I’m trying to win at cup pong &amp; 8ball. Thx(:",@300790 We'd like to look into what's happening a bit closer. Could you join us in DM with more details? https://t.co/GDrqU22YpT
756531,@AppleSupport iPhone 6 with iOS 11.0.3. It’s an insurance replacement from June. The phone is also very warm. I have all the battery drainers turned off.,"@300802 Just to clarify, are you referring to these suggestions? https://t.co/bivpdfBNJ6 If you've tried those, let us know in DM. https://t.co/GDrqU22YpT"
761898,@115858 this happened to my iPhone 5s won't turn on what do I do?? https://t.co/KNe23glijJ,@302033 Thanks for reaching out to us here. You'll need to connect to iTunes. Are you accessible to a computer currently? https://t.co/GDrqU22YpT
762555,"Since updating my phone I don’t receive WhatsApp notifications until I open the app. @AppleSupport, sort it out. Annoying af. 😒",@302194 We'd be happy to assist you with this. Can you provide us which iOS version you're using?
763627,@AppleSupport I got an iphone 6 with straight talk just like my 5....erased all content and tried inserting my sim card but it is saying the carriers dont match. how do i fix this,@302490 We know it's important to be able to use your iPhone as expected. What is the exact error message you're running into?
764845,"Since updating my iPhone, my screen has been super glitchy &amp; partially unresponsive. Get it together @115858","@302804 Let's take a closer look together. Which iPhone model do you have, and what's the exact iOS version number installed?"
764853,@AppleSupport… FIX MY TEXT MSG NOTIFICATIONS COS THIS UPDATE KEEPS MAKING ME MISS MY MESSAGES‼️😑 please and thanks😅,"@302805 We want to help. What is the exact iOS version you're using? Since updating, have you had a chance to restart?"
764896,@AppleSupport I’m trying to help my sister.  She’s getting my old iPhone tomorrow.  Switching from an iPhone 5C to the 7plus.  She doesn’t want to create a new account. But has 100 contacts she no longer needs.  Any ideas to delete them quickly with as little hassle as can be?,@201000 How kind of you to help your sister prepare for her new iPhone! Do you know if she uses iCloud to back up her contacts?
765489,@AppleSupport Anyone else noticed that if you turn off Bluetooth via control centre it comes back on? I have to go in to settings (1),@302959 We can get you some more information on that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
767430,@AppleSupport woke up this morning to my home button not working and not being able to use it and this message coming up... help please https://t.co/rbEL58WPSg,@303410 We'd like to help. Let's try any steps you haven't done from this article: https://t.co/xqiXha6yeB Let us know the outcome.
770122,The Apple Pay setting disappear after I upgrade to Mac OS 10.13. I wonder how to fix it. Reinstall system or something else? @AppleSupport,"@303899 For this type of issue, reach out to our Apple Pay specialists here: https://t.co/IBIY3vMgPj"
771977,#IOS11 had completely destroyed by battery life on an iPhone and iPad. Thank you very much @115858  @AppleSupport,@304391 We want you to enjoy using iOS 11 on your devices without worrying about battery life. Have you updated to iOS 11.0.3 yet?
773053,my tvs stuck @AppleSupport help https://t.co/yKCeLgyF1o,"@304677 We're glad to see that you got it sorted! Thanks for keeping us in the loop. If you need anything else, just let us know."
773650,@115948 @AppleSupport what is going on? i can’t see the track names! #ios11problems https://t.co/9qn28n3Sig,@207159 We're happy to help. Does restarting the iPhone resolve the issue?
774652,app store unresponsive after ios 11.0.3 update. pls fix @115858 @AppleSupport tried to update my apps/download apps and it’s not working,@305069 We're here to help. Is there a specific error message when attempting to connect to the App Store? Are you on Wi-Fi or LTE?
775243,@AppleSupport last iOS upgrade has slowed down too much my iPhone📱 😡,@305229 Let's see how we can help. Are you experiencing this with any specific apps? What is the exact iOS version installed?
778894,@AppleSupport WTF! I upgrade to IOS 11 and now my battery dies 3x as fast??? What’s that all about? I AM NOT buying a new phone yet!,@306015 We'd like to assist. Could you please send us a DM so we can gather some information and get started? https://t.co/GDrqU22YpT
782376,Bugün tam 5 kere şarj oldun be sevgili apple ... @115858,@306758 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
790037,"@115858 iOS 11 is really bad! - everyone I know is reporting battery issues, apps crashing, slow performance, odd glitches, etc. FIX IT!",@308396 We want to do all we can to help. Let us know the iOS version in Settings &gt; General &gt; About to get started.
792154,These kernel panics are pissing me off. @AppleSupport can I send you some Panic Logs?,@308889 We're anxious to determine what's going on. Please shoot us a DM and we can get started. https://t.co/GDrqU22YpT
794533,"The @115858 #iwatch with LTE just doesn't work. 
No connection at al it's basically just a series 2 with LTE that doesn't functionl.","@309440 Hey Dane, we'd like to help. Which carrier are you using? Let us know in DM and we'll continue there. https://t.co/GDrqU22YpT"
795795,The frequency at which I sometimes have to delete and reinstall @AppleSupport Watch apps to restore complication functionality is unsettling,@309742 Sounds like it. We want to help! Which Apple Watch and watchOS are you using? Which apps are causing issues?
801723,@AppleSupport iOS 11 sucks! All kinds of issues with apps freezing up. Have to reset phone before calling. smh,"@311037 Let's take a look at what's going on. When the app freezes, can you switch to another app or screen?"
802447,"@AppleSupport Dropbox app on iPhone downloads full size pix to upload, but Photos app doesn’t ever readjust and storage is full",@184591 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
804085,@115858 @AppleSupport my iMessages still isn’t working 😡😡😡,@193542 Let's get to the bottom of this together. DM us and we'll get started.
806386,@AppleSupport My phone has just decided that is should be I.S and I.S autocorrecting every I.S to I.S. SEND HELP! PLEASE! How do I fix?,@312163 Which iOS version are you using? Let us know in DM. https://t.co/GDrqU22YpT
806904,Dear @115858 can another update have a feature during #facetime where I can share my screen to show my friend something on another app #Apple,@312269 We appreciate your feedback. Please send this to us via our website: https://t.co/eTPVYVFyd8 DM us if anything comes up. https://t.co/GDrqU22YpT
807380,"Dear @AppleSupport, ongoing battery issues with iPhone 6S running iOS 11.0.2. No indication in 11.0.3 update of a fix. Reported on web b4.",@312388 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
808446,@AppleSupport as soon as I get ios11 my r ejust wants to jiggle everything,@312640 We’d like to help with that. Can you start by letting us know more about the situation via DM? https://t.co/GDrqU22YpT
808851,@115858 @AppleSupport so I just tried to update my 6s. What is this? https://t.co/VaAVmuYio3,@312732 Let's work together to get this resolved. Are you updating over Wi-Fi or through iTunes on your computer?
811638,"@AppleSupport Hi trying to download a game on to my phone but keeps telling payment failed, can't sign in to itunes too","@313383 Hi. We're happy to help with this. Let's take a look at this article: https://t.co/U96y4MTG7k
Let us know if this helps."
816200,Portrait Lighting on iPhone 8 Plus lets you create dramatic studio lighting effects.,@301916 We are here for you. Could you let us know the exact iOS version you are running?  You can see at Settings &gt; General &gt; About.
816431,@AppleSupport Still realllllly slow across almost all my apps and especially Siri voice commands,@314423 Thanks for the update. Let's work on this further in DM. Send us which device you are seeing these symptoms with. https://t.co/GDrqU22YpT
817049,@314592 @AppleSupport I also have the same problem,"@314593 Reach out to us via DM, and we'll be happy to take a look at this with you from there. https://t.co/GDrqU22YpT"
818245,"@AppleSupport They were all saved. But now it is asking me every time and it says they are ALL wrong, that wasn't possible to process.","@312886 Thank you. Are you manually entering the passwords, or are they saved passwords?"
818598,@115858 seriously why since upgrading to #IOS11 does my phone call my emergency contact after 30ish minutes on charge??? That’s twice.,@314987 We want to help you out with this situation. Please send us a DM with more details on what's happening. https://t.co/GDrqU22YpT
822251,My phone is lagging rlly bad bcus of this update I wanna speak to ur manager @AppleSupport,@315849 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
825106,@AppleSupport iPhone 7 and series 2 Watch.  Both are updated to the most recent software.,@316510 Thanks for that. Are you currently up to date to iOS 11.0.3? You can check in Settings &gt; General &gt; About https://t.co/GDrqU22YpT
825115,@AppleSupport just updated to the new iOS and my music app keeps crashing and it deleted all my downloads,@316512 We'd like to help. What kind of device do you have and are you updated to iOS11.0.3? You can check in Settings &gt; General &gt; About
825911,.@115858 some iOS11 issues: random words get automatically capitalized when I’m typing in iMessage. Literally just had “pizza” corrected 4 me,@316706 Maybe we can help clear some of these issues. What is the exact iOS version you're running? Which iPhone are you using?
827142,@AppleSupport Wait nvm I fixed it lol,@317027 That's awesome! Let us know if we can help in the future.
829580,"@115858 me siento indignada con las nuevas actualizaciones que estais sacando.
Vais a solucionar el problema ya?",@317559 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
831759,"Hey @AppleSupport why I can’t do anything with the videos at the Home Videos folder? ( this is very, very frustrating)",@261509 We'd like to help. DM us what software version you're on. https://t.co/GDrqU2kzhr
834500,"My iPhone 7 has decided to scroll, toggle, press keys ALL BY ITSELF @AppleSupport good thing we have the screen recording to capture this https://t.co/9T6LbfOM6O",@318714 Send us a DM and we can look into this for you. https://t.co/GDrqU22YpT
847709,@AppleSupport Are there any issues with the App Store? Been trying to download two apps all morning.,"@321473 You can check our system status at anytime here: https://t.co/7NVrDovSd8 Send us a DM, we'd like to help you with those downloads. https://t.co/GDrqU22YpT"
848285,@115858 iPhone upgrade made my touchid stop working what’s the fix???,@321595 Let's work together. Touch ID is a great feature we enjoy using. Can you provide us which iOS version is on your device?
849516,"Dear @AppleSupport, since the latest update my phone now dies at 25% (as in powers off). Please fix.Signed - human now tethered to a charger",@321850 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
849880,"@AppleSupport Since iOS11, not able to open Notes app on iPad Air, drinking power like fish &amp; Arabic&amp;Urdu font can’t write Allah correctly😩","@321937 We'll help you get all that sorted. First, to verify, have you updated to iOS 11.0.3? If not, let's back up and do that first."
849882,@AppleSupport My Iphone keeps shutting itself and the apps down and sometimes it randomly turns itself out??? help,@321938 We want to make sure your iPhone works the way you expect it to. Let's get paired up in DM to get started. https://t.co/GDrqU22YpT
849932,"@115858 
iOS 11 glitch...
Can you fix this?
iOS 11.0.2
Latest update https://t.co/qwvERCyVfp",@321950 We're here for you. What iPad are you using?
849951,@AppleSupport I got a 6s phone. Can we change this with 7 plus? I can give the difference,@321954 We can get you to the right place. Find info on iPhone trade-up programs on your region here: https://t.co/1OpwRY51id
850008,The number of times my #iPhone freezes everyday after updating to #iOS11 is ridiculous. Thinking about switching to #droid @AppleSupport ??,@321969 We want to help. Which version of iOS 11 do you have installed?
851225,@AppleSupport These both started at 100% and have been used consecutively. Look at that disparity! https://t.co/SrMNzTJRvr,@222893 Let's work together in DM to investigate what's going on with your AirPods. https://t.co/GDrqU22YpT
852981,@AppleSupport can i ask something? why my iphone 6s has ghost touch issue since i updated it to ios 11.0.3 the parts is still original tho,@322625 We'd like to look into this with you. Click the DM and we'll get started working together there. https://t.co/GDrqU22YpT
852984,@115858 facing sound problem wid my iPhone 7 during voice/video calls and even while playing videos (online/offline) since updated 4 iOS 11,"@322626 We can take a look at your sound issues together.  Is this with the speaker, or headphones?  No sound at all, or poor quality?"
853177,"@AppleSupport 
I received this suspicious e-mail. Is this an phishing email? https://t.co/rsAdOn7LwS",@322682 That appears to be a phishing attempt. Here's how to handle it: https://t.co/LNMCdqt6fD
854538,@AppleSupport hey im have a ongoing problem with my podcast app can you help me out,"@322952 We’d be happy to lend a hand. What are you experiencing? Also, which device and version of iOS are you using?"
854549,@AppleSupport i preordered niall horans new album before it was released and now its saying that i have to pay for it again,@322953 Are you able to download the album from your purchase history? Let us know and we'll help out.
854554,@AppleSupport should my watch randomly do this? https://t.co/Ee5eWjkFDc,"@322954 That's odd, but we're here to help! Which watchOS is it running? Have you restarted it since it began? Let us know in DM. https://t.co/GDrqU22YpT"
854582,Ive been stuck on the same screen for 3 hours with no progress trying to update my iphone. Who the hell can help me?! @AppleSupport @115858,@322962 We're here for you. Tell us how you were updating your device. Was it through iTunes or your Settings app?
855394,@AppleSupport @115858 @216188 https://t.co/8MhtcgFAKU,@323150 Great catch on this phishing attempt. Reach out to your carrier to report these types of text messages.
855426,.@115858 @AppleSupport one of the worst updates ever - what’s going on with our iPhones???,@323158 We're here for you. What issue does the iPhone experience? Which update did you notice the issue with first?
856160,"wtf is wrong w/ itunes, I’ve been waiting for a song to download for over two weeks now 🤦🏼‍♀️ @115858",@323313 We're happy to help with your download. Are you receiving any error messages when trying to download the song?
857923,"@115858 @AppleSupport iOS 11 a big disaster. Phone gets hanged, automatically shuts down suddenly Bluetooth switch on suddenly.",@323728 We'd like to learn more about what's going on. Which iPhone and which exact version of iOS 11 are you using?
858926,"Uh, hey @AppleSupport my iphone 8 plus won't turn on. I plugged it in when I went to bed and I can't get it to turn on now. -______-","@323933 Let’s work together to get your iPhone up and running.  Reference this first. https://t.co/8MvHMFZ83h
Let us know if it comes on."
859763,Qué pasa con iCloud Drive? Los archivos no cargan por un “error desconocido” @115858,@313545 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
860030,"My keyboard is still soooo slow, even with the iOS 11.02 😐@AppleSupport helppp!","@324196 We understand the inconveninece of your device moving slowly, and we're happy to help. What device are you using?"
862738,@AppleSupport why can’t I control music from the Control Centre when my phone is locked since ios11?,@309317 Let's look in to this together. Does this happen with the Music app or which app are you using for listening to music?
862785,@AppleSupport I want to be able to easily turn off wifi and bluetooth,"@324867 We can help out. Tell us, which device are you using?"
864870,Next Update improve Screen Recording abd Live Photo screenshots when I’m FaceTime because mine aren’t saving! @115858 @AppleSupport,@325402 They should be saving! Send us a DM and we'll work with you to get that working. https://t.co/GDrqU22YpT
867489,@115858 my 7+ is running fucking awful. Please stop wrecking old phones. At least with loyal customers. Cause this honestly makes me mad,@325987 We can help you get your iPhone working as expected. Can you tell us which iOS version you are currently using please?
868182,@115858 How many updates will it take to fix the problem?My iphone7 is already updated to 11.0.3 and still freezing every time I open my apps,@326134 We'd like to look into this with you. Reach out via DM using the link below. https://t.co/GDrqU22YpT
870318,"Totally going to have to return / hopefully replace my AirPods…battery issue makes them unusable

// @AppleSupport",@326641 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
871284,"@AppleSupport, depois da atualização do IOS meu iPhone 6S só serve pra suporte de porta #chatiada","@326854 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
873903,Hey @AppleSupport thanks for having your new iOS ruin my phone. Touch ID is spotty and the message interface is horribly glitchy,@327471 That's not the experience we want you to have. We want to see how we can help. Which iPhone and iOS version are you on?
873954,Ever since the update my phone drops like 15% at once randomly. Explain @AppleSupport,@327481 We're glad to help you resolve this power issue. Could you let us know which iPhone you carry? Are you updated to iOS 11.0.3?
873969,Hey @AppleSupport let’s talk about the 🐘 in the room: #ios11 is a battery killer. Fix it. We 💰 a lot for this 📱. #CustomerExperience #osfail,@327484 We're here for you. Please DM us the version of iOS 11 you're using and we can go from there together. https://t.co/GDrqU22YpT
875132,"iOS 11 or as I like to call it, how to screw your battery in one easy download, what have @115858 done? #wtf #rubbish #frustrated",@327774 We certainly want to help get your battery life back to normal. Go ahead &amp; reach out to us in DM &amp; we'll continue there. https://t.co/GDrqU22YpT
877917,@115858 fix your iOS! It’s trash! I can’t open ANY of my apps without them crashing and your music widget is broken,@246113 We want to help.  Send us a DM letting us know if you are updated to iOS 11.0.2. https://t.co/GDrqU22YpT
880870,@115858 battery life with this new update is absolute garbage,"@329163 We'd be happy to look into this with you! Send us a DM, and we'll get started there. https://t.co/GDrqU22YpT"
883999,"I'm friggin ticked off that 1 1/2 gen old phone  (iPhone 6s) is having a hard time with #ios11, it feels as @115858 does this crap on purpose",@329923 Let's look into this. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
889060,@AppleSupport I have bought an iPhone 7 exactly a month ago and my usage is not much as compared to my friends iPhone still I face a lot of problems 1. Battery drains 2. Mobile heating 3. Hangs while using basic app 4. Charge doesnot works sometimes,@331072 Let's look into this together. Could you tell us the exact iOS version your iPhone is running? You can find this by going to Settings &gt; General &gt; About
889189,"@AppleSupport , The volume icon appears both on top n middle as show in picture. ios 11.0.1 📱 6 https://t.co/TQwP8p3Wh4",@331102 We want to help. This may be happening because you're changing the system volume and app volume at the same time. There is an update to iOS 11.1.2 out. We suggest you back up and update your iPhone to get the latest app updates and features: https://t.co/ahjigcvFRG
889215,"@AppleSupport Buenos días, después de esperar durante 10 días presupuesto de reparación para un iPad con número de caso 100351092743 ahora resulta que está mal gestionado. Con esto pierdo opción de black friday y cybermonday. Nada satisfecho con el soporte recibido",@331107 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
890590,hey @115858 @116333 please fix this https://t.co/5bC8r0UAg8,"@331455 We're happy to help. Send us a DM with the device model you're using, and we'll get started. https://t.co/GDrqU22YpT"
892807,Yo @AppleSupport why is my phone battery garbage since the new update?,@331996 Let's work together to figure out what's going on with your battery. Please send us a DM. https://t.co/GDrqU22YpT
895985,"@AppleSupport hi, i purchased an iPhone via bank transfer option in 2014 at Turkey region, but now paying with credit card is only option",@332784 Hello. Our Sales Support team will be happy to assist you with our available payment methods here: https://t.co/8yjRd1Xo0i
897695,So is my phone the only one that’s trippin rn? Cuz lately after the updates I can’t hear phone calls and my phone freezes. Yo @115858 fix it.,@333189 We be glad to look into this. Which device and software version are you using? Let us know in DM. https://t.co/GDrqU22YpT
898234,I'm trying to figure out how my phone on DND but I'm still being disturbed @115858,@333304 We can help. Which iPhone and version of iOS are you using? Can you please reply in DM? https://t.co/GDrqU22YpT
898667,@AppleSupport Just got AirPods. Love them. Question - is there any way to ignore an incoming call on them without having to touch my phone?,"@221354 We're glad you're enjoying your new AIrPods! For more info on what you can do, take a look at: https://t.co/1gycpwHngk"
902872,@AppleSupport @116333 WTF are you doing !?! #iOS111 and your Podcast app is still not able to work ! Crazy !! https://t.co/4bWP1SioZe,@334334 We want to help. Which version of iOS 11 are we working with? You'll find that in Settings &gt; General &gt; About. DM us.
903700,All my text messages mysteriously disappeared but they're still taking up space! I am sick of y'all @AppleSupport,"@273560 We're here for you. To start, which device are you experiencing this on, and which software version is it running?"
905815,Laptops speakers are busted. Thats my third broken apple product in under a year :(. #SitarayGardishMai,@335043 We'd like to look into this with you. Please DM us more about what's happening with your speakers. https://t.co/GDrqU22YpT
907409,"@AppleSupport is there a way to make the screen shots automatically save to my photos, instead of having it pop up in the corner?","@198217 The screenshot should still save, if you don't tap on it from the corner. Is that not happening for you?"
910636,"@AppleSupport Is over charging a concern with Apple devices? If so, do these products really help? https://t.co/raNc0iKMce",@336287 That's a great question! You can learn more about charging and the batteries we use here: https://t.co/cKKGWSxTRk
916945,@AppleSupport I need help as soon as possible please,@337693 We want to help. Let's discuss it in DM. https://t.co/GDrqU22YpT
919174,@AppleSupport So disappointed to have ordered an Nike Apple watch well before release only to learn my watch is delayed.,@338201 Our Sales Support team is in the best position to assist and can be contacted from here: https://t.co/8yjRd1Xo0i
919178,@AppleSupport I was sold a secondhand Apple Watch and I’ve had no reply from the past owner!! The watch is in activation lock 🔐 https://t.co/TfEkOlFhyM,@338203 We appreciate you reaching out. DM us with more details of the issue and we'll go from there. https://t.co/GDrqU22YpT
922785,"@AppleSupport iOS 11.0.2 basically bricked my 8. Power button doesn't work, screen doesn't work, only podcast I'm listening to. msgs greyed https://t.co/nZNY0kppNn",@339051 We can certainly take a look. Meet us in DM with additional details to get started: https://t.co/GDrqU22YpT
928022,"Dear @AppleSupport, My iPhone is draining power like crazy since I updated from iOS 10 to 11. I went from 100% to 4% in like 6 hours!! https://t.co/MvddpOzyVi",@340192 This is not the experience we want you to have. Which iPhone model do you own?
928032,My MacBook Air is saying it needs updating but a restart is required does this mean I will lose all my photos etc? @AppleSupport @115858,"@340193 Restarting/updating will not cause you to lose photos. However, a backup is always recommended: https://t.co/Mw8OK9APy7"
932332,@AppleSupport umm I can’t make these disappear? I’ve tried deleting them and hard resetting my phone and they just come back?! https://t.co/G8j4rJfoMb,"@341152 Thank you for reaching out, we'd be glad to look into this with you. Which iPhone and version of iOS are you using? https://t.co/GDrqU22YpT"
934489,"After many hours researching, troubleshooting and @115858 support, still can not access my #AppleMusic playlists on my #iphones. What next!?!",@341675 Let's look into what's going on with your Apple Music playlists. What was happening when you try to open them?
936166,@AppleSupport I UPGRADED MY PHONE LESS THAN 24HRS AGO AND ITS RANDOMLY SHUT OFF TWICE SINCE THEN. WHAT THE FUCK??!,"@341942 We're here to help! Please send us a DM, and we'll get to work on this. https://t.co/GDrqU22YpT"
937422,"iOS 11 just a never ending cluster of BS. While I love the look/functions, my touch screen/scripting is total crap 💩 @AppleSupport",@208399 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
937464,@AppleSupport how do u remove “desktop” &amp; “documents” folders from iCloud once you’ve unchecked the sync option &amp; removed files from iCloud?,@342226 We'll be glad to assist. Which device are you using?
939087,How come anytime you update any @115858 product it stops working? #annoying,"@342617 We're here to help. Could you tell us which device you're using, the software version it's running, &amp; some more details on what is happening?"
939162,Is this from you or a scam please @AppleSupport email is __email__ can send photo privately as got my email address on it. Thanks,@140829 We're here to help. That email address is not an official Apple email address meaning the email you received is not official Apple correspondence. Here is more information on phishing attempts and how to avoid them: https://t.co/LNMCdqt6fD
939567,"all these updates ruined my phone, wow. So slow, crashes everytime. Freezes &amp; overheats. Still not getting an android though @115858","@342722 Your iPhone is important to you; we'll do all we can to help. To start, connect with us in DM: https://t.co/GDrqU22YpT"
939637,Who is turning my Bluetooth on every damn night because it’s not me?!!!! @115858 @AppleSupport THIS UPDATE SUCKS BALLS!!!!!!!!,@342743 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
940635,"@AppleSupport you guys need to fix those bugs in this iOS 11.0.3 👐🏽 my phone is freezing, I can’t open music app!!! 😤",@342987 We want to help. Which iPhone model do you own?
942443,Everytime a new iPhone comes out the old ones start messing up @115858 fix this stop tryna make us buy new phones 💀💀‼️‼️‼️,"@343416 We're here to help. DM us, and let us know what's going on. We'll do whatever we can to assist. https://t.co/GDrqU22YpT"
942543,"@AppleSupport Hello, what happened to the Manage Apps tab on Itunes? I need my pc to mangae my apps.",@343445 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
942769,I SHOULD HAVE NEVER UPDATED MY IPHONE IT KEEPS FUCKEN TURNING OFF WTF @AppleSupport,@343497 We are here to help. DM us your exact iOS version and we can take a look at this for you. https://t.co/GDrqU22YpT
944222,My headset jack doesn't work anymore wtf it was working perfectly fine just yesterday @115858  wth,@343887 We'd like to help. On what Apple device are you experiencing this issue on?
948867,Fix the problem with the app store @115858,@345023 Please tell us what issue you're having with the App Store? We'd like to help.
949680,"@AppleSupport I need ya'll to replace my phone, my screen went black without me dropping it and no water damage.",@345237 Give this article a try: https://t.co/8MvHMFZ83h Then let us know in DM how it goes. https://t.co/GDrqU22YpT
955017,@AppleSupport iOS 11.0.3 is crushing my battery.  What a joke you’ve become.  Never thought after 9 years I’d consider walking away from you,@346590 We're here to help. Please DM us your Apple device and we'll get started. https://t.co/GDrqU22YpT
955690,Dear @115858 I need y’all to update the iOS agin to where I can turn off the automatic brightness! I had having my brightness all the way up!,@346743 Your auto-brightness can be enabled/disabled through Settings &gt; General &gt; Accessibility &gt; Display Accommodations.
956386,@115858 please fix iOS 11 yesterday. Nothing works. I’m on high speed WiFi and my apps are taking 6.35 years to update.,@346924 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version. https://t.co/GDrqU22YpT
957617,@AppleSupport 2 of the batteriew from the Battery Charger are bad straight out of the package. What's the easiest way to get these replaced https://t.co/yiHCkMD3e8,"@347215 We'd like to help. Please send us a DM, so we can look into this. https://t.co/GDrqU22YpT"
957635,@AppleSupport any ideas why Apple Music isn’t working? displaying this message when trying to download music. But not letting me download. https://t.co/KwuDQvla12,"@347220 We'd love to lend a hand!  Which device are you using, what iOS version is on it and when did this issue begin?"
959330,"@AppleSupport Hey, i want ios 10 back on my phone, ios 11 almost broke it.",@347605 We're here to help. There's no supported method of downgrading your iOS. We're happy to assist with any issue you may have.
959345,@115858 Why does #iMovie keep crashing?! It’s frustrating.,@347609 We completely understand why that would be frustrating. Are you using iMovie on an iOS device or a Mac?
960016,"@AppleSupport I’ve just found ‘springboard’ in my settings, what is it &amp; why do I need it? https://t.co/NzWbcOilUB",@347785 We'd be happy to look into this. Can you DM us the exact version of iOS you are running? https://t.co/GDrqU22YpT
962218,@AppleSupport (Late to iOS 11.) DND feature developed by drivers? I commute by train. https://t.co/f3DbjKvoGh,@348326 We'd be happy help you control the Do Not Disturb Driving feature. Check out: https://t.co/BdISLrN866
964867,"@115858 @AppleSupport i just heard, is it true you’re not doing the airport routers? I was planning on getting one for my Apple devices 😢☹️😪",@349012 We still have the Airport devices available. Our Sales Support team can assist with purchasing: https://t.co/8yjRd1Xo0i
966823,Thank you @115858 for your shitty iOS 11 update.  My phone is essentially a paperweight.,"@349462 We'd be happy to help. What's going on, exactly?"
974478,I got a new iPhone and I turned my iCloud photos on to transfer them and my Live Photos got lost :( @AppleSupport,@351092 We want to help. Let's meet in DM. https://t.co/GDrqU22YpT
975099,@AppleSupport since updating my 6+’s iOS to 11.0.3 my touchscreen had frequently stopped working and I’m having serious slowness issues,@351241 We want to help! Meet us in DM using this link so we may proceed: https://t.co/GDrqU22YpT
975795,"@AppleSupport Where to Check for what is still in restore please? No details for making the ‘cancel’ call.
Been ‘restoring’ for over 24 hrs. https://t.co/4NVMOVTmei",@351411 Let's meet up in DM to discuss options on how to proceed from this point. https://t.co/GDrqU22YpT
981237,"Where my WhatsApp notifications at, @115858? 🙇🏻‍♀️#iOS11  
@AppleSupport",@352656 Let's take a closer look at this issue together. DM us your current iOS version to get started. https://t.co/GDrqU22YpT
982102,"It’s quite impressive @AppleSupport  but you made iPhone 6s with iOS11 behave like android device- good job !!! Lags everywhere, bad battery",@352857 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
988535,@115858 u keep saying to update my phone. Now my texts are screwed if I use a “-“......and only half a message gets sent. Stupid,@354212 We'd love to help. Does it only send the part of the message before the symbols? DM the answer below. https://t.co/GDrqU22YpT
989693,@115858 I payed 100 USD for half a fucking movie.,@331569 We want to help. Please tell us more about what's happening in DM. https://t.co/GDrqU22YpT
990414,@115858 How is it that I can load Youtube videos faster than I can load my own videos in my library! Fix your shit,@354607 Let's get this figured out. Which device are you using? Let us know in a DM. https://t.co/GDrqU22YpT
991125,@AppleSupport This is the exact problem. I can not edit / download photos which are stored on #iCloud paid subscription https://t.co/uGxXGLeY8g,@354774 Please send us a DM and we can look into this together. https://t.co/GDrqU22YpT
993298,I love how my weather app names Saint Johnsbury with two different temperatures @AppleSupport @116429 https://t.co/GYT2L5UNNM,@355303 We know it's important to get the right information when needed. Let's try restarting the iPhone. Does it continue?
993504,@115858 next update let us leave facetime voicemails. please and thank you  😊,@355357 We've got a great site where you can let your suggestions and voice be heard! Head over to this site: https://t.co/eTPVYVFyd8
994490,@AppleSupport just updated to 11.0.3 and can no longer swap my screens by pressing the left side. Is there a different way of doing it now??,@353908 We want to help. Can you let us know in DM which device you're using? https://t.co/GDrqU22YpT
