tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,conversation_root_id
124421,143868,True,Fri Nov 24 01:24:55 +0000 2017,Thanks apple for your latest updates I can’t open my music app @AppleSupport @115948,"124420,124422",,124421
124420,AppleSupport,False,Fri Nov 24 01:41:53 +0000 2017,"@143868 Hi there. Let's get your music flowing through again. Try the steps in this article to see if they help: https://t.co/3WF5Z1DBGa

Still having issues? Shoot us a DM here: https://t.co/GDrqU22YpT",,124421,124421
1244447,411945,True,Wed Oct 25 23:34:13 +0000 2017,"My phone keeps glitching and turning off and I went to Apple today, they did nothing to help me and I still have apple care wtf @115858 🤦🏻‍♀️",1244446,,1244447
1244446,AppleSupport,False,Wed Oct 25 23:47:55 +0000 2017,"@411945 We'd like to look into this with you!  To start, can you DM us what country you're located in? https://t.co/GDrqU22YpT",,1244447,1244447
1246426,188307,True,Thu Oct 26 00:40:24 +0000 2017,@AppleSupport I Need Help With An Old Email,1246424,,1246426
1246424,AppleSupport,False,Thu Oct 26 00:56:28 +0000 2017,"@188307 Tell us a little more, and we're happy to help!",1246425,1246426,1246426
1246425,412429,True,Thu Oct 26 01:00:24 +0000 2017,"@AppleSupport @188307 Apple uses robot software on this twitter account 
I made the mistake of wasting time giving info &amp; the bot then asked for the same info ):",1246427,1246424,1246426
1246427,188307,True,Thu Oct 26 01:01:42 +0000 2017,@412429 @AppleSupport Damn....Thank You,"1246428,1246429",1246425,1246426
1246429,412429,True,Thu Oct 26 01:03:12 +0000 2017,"@188307 @AppleSupport I’m sure eventually a human gets involved but it seems that calling by phone would be faster, with less wasted effort.",,1246427,1246426
1246428,AppleSupport,False,Thu Oct 26 01:07:00 +0000 2017,"@188307 If you are having an issue with an email account or a specific piece of email, we're standing by and ready to assist.","1246430,1246431",1246427,1246426
1246431,188307,True,Thu Oct 26 02:53:43 +0000 2017,@AppleSupport I’m having trouble remembering information to an old iTunes account and I’m trying to get back in,1246432,1246428,1246426
1246430,188307,True,Thu Oct 26 02:54:05 +0000 2017,@AppleSupport I have a bunch of movies on that account,,1246428,1246426
1246432,AppleSupport,False,Thu Oct 26 03:11:00 +0000 2017,"@188307 Got it. Did you forget the password for that account? If so this article will help: https://t.co/TPnzSxFzIQ Questions, DM us. https://t.co/GDrqU22YpT",,1246431,1246426
1247256,412635,True,Mon Oct 16 03:12:52 +0000 2017,@AppleSupport So when are you fixing iOS 11 so my phone actually functions again? I don’t think 3+ restarts a day is ok,1247254,,1247256
1247254,AppleSupport,False,Mon Oct 16 03:21:27 +0000 2017,@412635 This is not the experience we want you to have after updating. Reach out to us in DM. https://t.co/GDrqU22YpT,1247255,1247256,1247256
1247255,412635,True,Mon Oct 16 04:23:28 +0000 2017,@AppleSupport Sent you a DM. No response :(,,1247254,1247256
1247261,412636,True,Mon Oct 16 03:10:52 +0000 2017,@AppleSupport Is This Real? https://t.co/6tPFFWIfu1,1247260,,1247261
1247260,AppleSupport,False,Mon Oct 16 03:19:00 +0000 2017,@412636 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,,1247261,1247261
1247319,412649,True,Thu Oct 26 01:08:45 +0000 2017,Has anyone had an issue with an @115858 AirPort Extreme router making a high-pitched squealing noise?  #askingforafriend @AppleSupport,"1247318,1247320",,1247319
1247318,AppleSupport,False,Thu Oct 26 01:28:04 +0000 2017,@412649 Hi there. Please visit us here: https://t.co/0PATYGSGKU for help with your AirPort Extreme. https://t.co/GDrqU22YpT,,1247319,1247319
1247826,412766,True,Thu Oct 26 01:32:01 +0000 2017,My biggest regret rn is updating the software on my phone 🙃 @115858 help,1247824,,1247826
1247824,AppleSupport,False,Thu Oct 26 01:41:00 +0000 2017,@412766 That's not what we like to hear. We want to help you. What issue(s) are you experiencing?,1247825,1247826,1247826
1247825,412766,True,Thu Oct 26 01:42:53 +0000 2017,"@AppleSupport My volume + lock buttons won’t work, apps crashing, phone freezing so I’m forced to reboot 3-4 times a day, FaceTime malfunctions",1247827,1247824,1247826
1247827,AppleSupport,False,Thu Oct 26 01:58:00 +0000 2017,@412766 Thank you. Please send us a DM and we will take it from there. https://t.co/GDrqU22YpT,,1247825,1247826
1248381,412889,True,Thu Oct 26 01:40:08 +0000 2017,"I think my @115858 TV has had it...
Keeps crashing constantly and won’t connect up to the internet #appletv",1248380,,1248381
1248380,AppleSupport,False,Thu Oct 26 01:48:00 +0000 2017,@412889 Our Apple TV experts are a great resource for issues like this. You can reach them here: https://t.co/IBIY3vMgPj,,1248381,1248381
1252437,262173,True,Sat Nov 25 19:57:43 +0000 2017,@AppleSupport does this rotation animation look normal? https://t.co/28b0OrLcad,1252436,,1252437
1252436,AppleSupport,False,Sat Nov 25 20:05:53 +0000 2017,@262173 Where all does the rotating animation seem to appear weird in what applications or does it only happen within SafarI?  Let us know in DM. https://t.co/GDrqU22YpT,,1252437,1252437
12572,118509,True,Wed Nov 01 01:26:18 +0000 2017,@AppleSupport is there a way to opt out of iMessage and FaceTime during initial setup on an iPhone?,12571,,12572
12571,AppleSupport,False,Wed Nov 01 01:40:28 +0000 2017,"@118509 We're here for you. There isn't a way to avoid iMessage activation with a number, but you can turn it off: https://t.co/R5zxAawOzV",,12572,12572
125783,144223,True,Fri Nov 24 02:29:26 +0000 2017,@AppleSupport see last tweey https://t.co/hlKWMe5wAh,125781,,125783
125781,AppleSupport,False,Fri Nov 24 02:45:55 +0000 2017,@144223 Hello. Follow these tips to use Siri on your Apple Watch: https://t.co/L0xH9gXYAj Feel free to reach out if you have additional questions. Enjoy!,125782,125783,125783
125782,144223,True,Fri Nov 24 03:08:31 +0000 2017,@AppleSupport Please look at my photos. Siri is NOT an option in my general settings on the newest apple watch.,"125784,125785",125781,125783
125785,144224,True,Fri Nov 24 03:10:33 +0000 2017,@144223 @AppleSupport 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,,125782,125783
125784,AppleSupport,False,Fri Nov 24 03:18:53 +0000 2017,@144223 Are you able to find the Siri settings in the Watch app on the iPhone that it's paired with?,125786,125782,125783
125786,144223,True,Fri Nov 24 03:20:15 +0000 2017,"@AppleSupport No, these are all the options in the general spot. Siri settings also do not appear in search. https://t.co/MPmatsc320",125787,125784,125783
125787,AppleSupport,False,Fri Nov 24 03:30:27 +0000 2017,"@144223 You mentioned wanting to use Siri only on your Apple Watch, is that right? To be sure we understand, do you have Siri disabled on the paired iPhone right now?",125788,125786,125783
125788,144223,True,Fri Nov 24 03:31:31 +0000 2017,"@AppleSupport I want siri to remain on both devices. When I say Hey Siri, I only want that feature enabled on my Watch.",125789,125787,125783
125789,AppleSupport,False,Fri Nov 24 03:44:55 +0000 2017,"@144223 Got it, thanks for clarifying for us. On the paired iPhone,  tap Settings &gt; Siri &amp; Search, and make sure Press Home for Siri is on. Also, let us know in DM what model iPhone your Apple Watch is paired with. https://t.co/GDrqU22YpT",,125788,125783
1261231,415458,True,Thu Oct 26 10:56:43 +0000 2017,@AppleSupport I have an Apple Music account and songs downloaded but it won’t let me play them? Just takes me to the join Apple Music page?,1261230,,1261231
1261230,AppleSupport,False,Thu Oct 26 14:04:26 +0000 2017,@415458 Let's sort this out together. Have you checked to confirm you're logged into Apple Music on your device?,1261229,1261231,1261231
1261229,415458,True,Thu Oct 26 14:05:58 +0000 2017,"@AppleSupport I’m logged in on Apple Music but when I click on a song it takes me to the plan payment page, but when I select one it says I’m registered",1261228,1261230,1261231
1261228,AppleSupport,False,Thu Oct 26 15:29:28 +0000 2017,@415458 We’re investigating this &amp; will update our System Status page as more info becomes available. https://t.co/Fcu0biZf0L,,1261229,1261231
1261241,415463,True,Thu Oct 26 14:21:50 +0000 2017,@AppleSupport I installed 11.0.3 on my iPhone 6+ and now things like my phone and calendar are freezing &amp; crashing all the time!,1261240,,1261241
1261240,AppleSupport,False,Thu Oct 26 15:28:01 +0000 2017,@415463 We want to help. DM us the country you're located in and we'll go from there. https://t.co/GDrqU22YpT,,1261241,1261241
1261243,415464,True,Thu Oct 26 14:15:23 +0000 2017,"@115858 @AppleSupport @115948 
What’s going on totally cant use Apple music ,keeps asking me to join already been a member for months!! https://t.co/8c5dFtctxW","1261242,1261244",,1261243
1261242,AppleSupport,False,Thu Oct 26 15:28:00 +0000 2017,@415464 We’re currently investigating this. We'll update our System Status page as more info is available: https://t.co/7NVrDovSd8,,1261243,1261243
1261343,415482,True,Thu Oct 26 08:49:37 +0000 2017,Any help appreciated: My original @AppleSupport headphones volume control don’t work on my iPhone6s. They work on other phones so issue 1/2,1261342,,1261343
1261342,415482,True,Thu Oct 26 08:50:44 +0000 2017,@AppleSupport Not with headphones but rather the iPhone 6s. Any ideas? @AppleSupport 2/2,1261341,1261343,1261343
1261341,AppleSupport,False,Thu Oct 26 13:32:00 +0000 2017,@415482 We’d like to help get your 6S working with the EarPods.  Have you had a chance to test your phone with other EarPods?,1261334,1261342,1261343
1261334,415482,True,Thu Oct 26 13:56:24 +0000 2017,"@AppleSupport Hey guys, yes I have",1261332,1261341,1261343
1261332,AppleSupport,False,Thu Oct 26 15:20:32 +0000 2017,@415482 Thanks. Do the volume buttons on the 6S work without issue?  Which iOS version are you using?,1261333,1261334,1261343
1261333,415482,True,Thu Oct 26 15:21:18 +0000 2017,"@AppleSupport Yes, just not on the headphones. Using 11.0.2",1261335,1261332,1261343
1261335,AppleSupport,False,Thu Oct 26 16:13:05 +0000 2017,"@415482 We recommend updating to iOS 11.03. With any change to the device, we recommend making sure you have a current backup.","1261336,1261337",1261333,1261343
1261336,415482,True,Thu Oct 26 16:14:06 +0000 2017,@AppleSupport It seems to have happened after a previous version update.,1261338,1261335,1261343
1261337,415483,True,Thu Oct 26 16:20:36 +0000 2017,@AppleSupport @415482 NO CAIGAN! ES UNA TRAMPA PARA QUE LES DEJE DE FUNCIONAR Y TENGAN QUE COMPRAR OTRO,,1261335,1261343
1261338,AppleSupport,False,Thu Oct 26 17:12:00 +0000 2017,@415482 Let's rule out being outdated by backing up and updating it with these steps: https://t.co/80YRnjVguS,1261339,1261336,1261343
1261339,415482,True,Thu Oct 26 21:34:14 +0000 2017,"@AppleSupport Well, I ruled that out. Instead, I managed to find the root of the problem. A build of dust that was jammed up there. Sorted now",1261340,1261338,1261343
1261340,AppleSupport,False,Thu Oct 26 22:45:00 +0000 2017,@415482 We're glad to hear that cleaning out the port did it. Just reach out if you need help again and have a good one!,,1261339,1261343
1261369,415489,True,Fri Oct 27 07:37:05 +0000 2017,@AppleSupport No!,1261370,1261368,1261367
1261370,AppleSupport,False,Fri Oct 27 14:26:01 +0000 2017,@415489 It's hard for us to say exactly why they may have disappeared temporarily. Please DM us if the issue returns. https://t.co/GDrqU22YpT,,1261369,1261367
1261367,415489,True,Thu Oct 26 13:32:19 +0000 2017,Thank you Iphone for almost deleting every number in my phone @AppleSupport @115858,1261365,,1261367
1261365,AppleSupport,False,Thu Oct 26 15:16:00 +0000 2017,@415489 We'd like to help find your contacts. Are the contacts that are missing all from iCloud or another provider?,1261366,1261367,1261367
1261366,415489,True,Thu Oct 26 20:37:56 +0000 2017,@AppleSupport They re-apperad a couple of hours later! I don't use iCloud but do you know why this happend? I only save my contacts on my phone,1261368,1261365,1261367
1261368,AppleSupport,False,Thu Oct 26 22:01:00 +0000 2017,@415489 Were there any changes made to your device? Such as updates or removing accounts?,1261369,1261366,1261367
1265228,416264,True,Thu Oct 26 11:08:38 +0000 2017,@115858 IOS 11.0.3 has destroyed my  iPhone 7 ... help!,1265227,,1265228
1265227,AppleSupport,False,Thu Oct 26 12:28:32 +0000 2017,"@416264 Hey Alex, we'd like to help out with your iPhone. Send us a DM. https://t.co/GDrqU22YpT",,1265228,1265228
1265249,416272,True,Thu Oct 26 03:35:29 +0000 2017,What the heck?  Used my headphones for the first time on my i7 and now my phone won’t come off headphone mode.  @AppleSupport,1265248,,1265249
1265248,AppleSupport,False,Thu Oct 26 12:19:31 +0000 2017,@416272 Let's see what's going on. Did you use the EarPods that came with your phone? Reply in DM to get started. https://t.co/GDrqU22YpT,,1265249,1265249
1265260,416274,True,Thu Oct 26 03:22:12 +0000 2017,S/O to @115858 for the new update that has my notifications coming in all wack&amp;has my phone dying in less than 2 hours Y’all are the realest,1265259,,1265260
1265259,AppleSupport,False,Thu Oct 26 12:15:00 +0000 2017,@416274 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT,,1265260,1265260
1266515,416545,True,Thu Oct 26 05:19:45 +0000 2017,Bruh wtf is wrong with my Apple Music wont add new music. @115858 if yalls don’t fix I’m switching back to @115888,1266514,,1266515
1266514,AppleSupport,False,Thu Oct 26 12:55:01 +0000 2017,"@416545 We want to get your Apple Music working again. To start, can you tell us which iPhone and iOS version you're using?",,1266515,1266515
1266530,416548,True,Fri Oct 27 04:03:14 +0000 2017,@AppleSupport Didn't work... :(,1266531,1266529,1266527
1266531,AppleSupport,False,Fri Oct 27 13:00:47 +0000 2017,@416548 Thanks for following up with us. Could you meet us in DM to investigate further? https://t.co/GDrqU22YpT,,1266530,1266527
1266527,416548,True,Thu Oct 26 04:53:07 +0000 2017,"It takes about 15 seconds for my #MacBookPro to wake after closing Lid for less then a minute. This is not normal, right? @AppleSupport https://t.co/yT9KeZfd0E","1266525,1266532",,1266527
1266525,AppleSupport,False,Thu Oct 26 12:50:31 +0000 2017,@416548 We'd be happy to look into what's causing the MacBook Pro to boot slowly. Which MacBook Pro and macOS version are you using?,1266526,1266527,1266527
1266526,416548,True,Thu Oct 26 16:03:48 +0000 2017,@AppleSupport Late 2016 15” MBPtb with High Sierra. I’ve reset SMC and PRAM. Turned off FileVault. No changes. Feel like reinstall is only option now.,1266528,1266525,1266527
1266528,AppleSupport,False,Thu Oct 26 17:02:40 +0000 2017,@416548 Have you tried booting into Safe Mode? To do that follow the steps here: https://t.co/PQ4LSYhUTY does the same issue occur?,1266529,1266526,1266527
1266529,416548,True,Thu Oct 26 21:55:07 +0000 2017,@AppleSupport I’ll give’r a shot — thx!,1266530,1266528,1266527
1267189,416690,True,Thu Oct 26 06:27:28 +0000 2017,Ya haz algo!! @AppleSupport arréglate!!!,1267188,,1267189
1267188,AppleSupport,False,Thu Oct 26 13:04:00 +0000 2017,@416690 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,1267189,1267189
1270288,134424,True,Thu Oct 26 12:13:50 +0000 2017,Trying to forward an article via text message using new iOS 11.0.3.  Message Failure.  Thanks @115858,1270286,,1270288
1270286,AppleSupport,False,Thu Oct 26 14:24:06 +0000 2017,@134424 We want to help. What device are you using and which app are you sending the article from? What happens when you try?,1270287,1270288,1270288
1270287,134424,True,Thu Oct 26 14:51:23 +0000 2017,"@AppleSupport I am using a 6S. When I go to Safari and am on a website, when I try to forward the website using text message I got a Failed To Send error",1270289,1270286,1270288
1270289,AppleSupport,False,Thu Oct 26 15:50:40 +0000 2017,"@134424 Let's meet up in Direct Message, we'd like to look into this further. https://t.co/GDrqU22YpT",,1270287,1270288
1270333,417419,True,Thu Oct 26 11:56:08 +0000 2017,@AppleSupport  @170480 @115858  iphone 5s cihazların onarımını mı yoksa cihazı degistiriyorsunuz  cihaz şarj almıyor,1270332,,1270333
1270332,AppleSupport,False,Thu Oct 26 14:20:31 +0000 2017,@417419 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,1270333,1270333
1276342,418756,True,Sat Oct 28 00:32:40 +0000 2017,@AppleSupport This fixed it. Thanks,1276343,1276341,1276345
1276343,AppleSupport,False,Sat Oct 28 01:47:30 +0000 2017,"@418756 Perfect! Glad to hear it, let us know if we can help again in the future for you.",,1276342,1276345
1276345,418756,True,Thu Oct 26 13:08:10 +0000 2017,"@AppleSupport after update, my phone it won’t go into sleep mode w/o me pressing the button in the side. I have it set to 30 seconds https://t.co/i67XzedRVE",1276344,,1276345
1276344,AppleSupport,False,Thu Oct 26 14:54:00 +0000 2017,@418756 We want to help. Which iOS version are we working with? You can find that in Settings &gt; General &gt; About. Please DM us. https://t.co/GDrqU22YpT,1276340,1276345,1276345
1276340,418756,True,Thu Oct 26 14:55:16 +0000 2017,@AppleSupport 11.0.3. I think this issue started after I updated.,1276338,1276344,1276345
1276338,AppleSupport,False,Thu Oct 26 15:49:27 +0000 2017,"@418756 Thanks. Have you tried setting it to another interval, just so see if it locks?  How long ago did you update the iOS?",1276339,1276340,1276345
1276339,418756,True,Thu Oct 26 17:12:56 +0000 2017,@AppleSupport I let changing it yesterday and it didn’t turn off. I think I updated sometime last week,1276341,1276338,1276345
1276341,AppleSupport,False,Thu Oct 26 17:53:00 +0000 2017,"@418756 If you restart your iPhone, does the issue continue?",1276342,1276339,1276345
127635,144680,True,Fri Nov 24 04:17:15 +0000 2017,"Looking at my tweets and @AppleSupport y’all need to fix this glitch, this letter “i” is getting old... damn shit so irking!!!",127634,,127635
127634,AppleSupport,False,Fri Nov 24 04:23:24 +0000 2017,"@144680 Great news! iOS 11.1.2 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",,127635,127635
1276351,418758,True,Thu Oct 26 15:04:21 +0000 2017,@115858 the new update zaps my power. #notcool,1276350,,1276351
1276350,AppleSupport,False,Thu Oct 26 15:48:39 +0000 2017,"@418758 We'd like to help. Please send us a DM with more details, and we'll get started. https://t.co/GDrqU22YpT",,1276351,1276351
1281471,419821,True,Thu Oct 26 16:24:45 +0000 2017,@AppleSupport Ever since downloading IOS 11 My iPhone 6S has been slower and slower. It freezes all the time. I don’t know what to do!,1281470,,1281471
1281470,AppleSupport,False,Thu Oct 26 17:20:00 +0000 2017,@419821 We want to help out. DM us and we'll continue there. https://t.co/GDrqU22YpT,,1281471,1281471
1282394,420008,True,Thu Oct 26 16:57:29 +0000 2017,@115858 why did my phone hold charge before the update and not now?? could go days before.. now not even a half day.. on 8% already???,1282392,,1282394
1282392,AppleSupport,False,Thu Oct 26 17:40:38 +0000 2017,"@420008 We'd like to check into this with you. To get started, could you let us know which iPhone &amp; iOS version you're using?",1282393,1282394,1282394
1282393,420008,True,Thu Oct 26 18:07:14 +0000 2017,@AppleSupport iPhone 6s and IOS 11.0.3,1282395,1282392,1282394
1282395,AppleSupport,False,Thu Oct 26 18:43:00 +0000 2017,@420008 Thanks for that information. Let's continue to work together in DM. https://t.co/GDrqU22YpT,,1282393,1282394
1282433,420019,True,Fri Oct 27 06:54:27 +0000 2017,@AppleSupport I DM’d you.,,1282432,1282431
1282431,420019,True,Thu Oct 26 16:23:58 +0000 2017,"@AppleSupport,  my iPhone 8 doesn’t always turn the screen off or lock. Is this a known problem? How can I fix it?",1282429,,1282431
1282429,AppleSupport,False,Thu Oct 26 17:31:27 +0000 2017,@420019 We'll help! Are you on the home screen when this occurs? Tap Settings &gt; Display &amp; Brightness &gt; Auto-Lock. Which is selected?,1282430,1282431,1282431
1282430,420019,True,Thu Oct 26 21:27:37 +0000 2017,@AppleSupport Auto lock on for 30 sec. it’s not locking by its self at all now.,1282432,1282429,1282431
1282432,AppleSupport,False,Thu Oct 26 22:22:00 +0000 2017,@420019 We're here to help. DM us what iOS 11 version you're on and we'll help. https://t.co/GDrqU22YpT,1282433,1282430,1282431
1283974,420345,True,Thu Oct 26 17:35:36 +0000 2017,"@AppleSupport having so many problems with my phone, Not sure what to do 😕 https://t.co/4SwbJzp1cK",1283972,,1283974
1283972,AppleSupport,False,Thu Oct 26 18:13:00 +0000 2017,@420345 Hi there! Let's work through the steps here: https://t.co/Ui1yTnOCUz DM if it continues,1283973,1283974,1283974
1283973,420345,True,Thu Oct 26 18:16:04 +0000 2017,"@AppleSupport Trying again, thank you so much 😊",,1283972,1283974
1292112,422166,True,Thu Oct 26 19:39:42 +0000 2017,"@AppleSupport The latest update has been a nightmare. Phone Bluetooth drops while driving, sluggish response, freezing of screens...UGH!!!!",1292111,,1292112
1292111,AppleSupport,False,Thu Oct 26 20:51:55 +0000 2017,@422166 We received your DM. Check there for our response.,,1292112,1292112
1298513,423470,True,Thu Oct 26 22:07:19 +0000 2017,@115858 the new update super sucks!! My phone is acting like something I would normally throw away!! Please can you give us a better update??,1298512,,1298513
1298512,AppleSupport,False,Thu Oct 26 22:53:32 +0000 2017,"@423470 We'd like to help with your iPhone. To start, DM us with details about what it is or isn't doing. https://t.co/GDrqU22YpT",,1298513,1298513
1298605,119473,True,Thu Oct 26 22:24:25 +0000 2017,@AppleSupport Does apple plan to sell full priced unlocked iphoneXs for preorders today?,1298604,,1298605
1298604,AppleSupport,False,Thu Oct 26 23:37:25 +0000 2017,"@119473 Thanks for reaching us. For all questions regarding pre-orders, reach out to our Online Store here: https://t.co/8yjRd2eYRQ",,1298605,1298605
1303336,424566,True,Fri Oct 27 00:38:55 +0000 2017,Anyone else get this email? @AppleSupport @118936  is this a scam? https://t.co/rSPA2bamyz,"1303337,1303338,1303339,1303335",,1303336
1303335,AppleSupport,False,Fri Oct 27 01:08:27 +0000 2017,@424566 Great catch! That is a phishing attempt. You can learn more about phishing at https://t.co/LNMCdqt6fD.,,1303336,1303336
1304272,424776,True,Fri Oct 27 01:17:19 +0000 2017,YOOOOO @115858 fix the fuckin IOS my phone acting up,1304270,,1304272
1304270,AppleSupport,False,Fri Oct 27 01:32:26 +0000 2017,@424776 We've got your back. What type of issues are you having? Send us a DM. https://t.co/GDrqU22YpT,1304271,1304272,1304272
1304271,424777,True,Fri Oct 27 04:51:01 +0000 2017,@AppleSupport @424776 Why does my iPhone 8 screw up with iOS 11 isn’t that why you guys made a new device? C’mom man!!!!,1304273,1304270,1304272
1304273,AppleSupport,False,Fri Oct 27 12:57:00 +0000 2017,@424777 Let's take a look together. What symptoms are you experiencing?,,1304271,1304272
1305631,425105,True,Fri Oct 27 02:12:06 +0000 2017,"@AppleSupport why is it when I FaceTime people, after a few minutes the call ends??",1305630,,1305631
1305630,AppleSupport,False,Fri Oct 27 02:15:24 +0000 2017,@425105 Let's work together and get this resolved. Which device is this occurring on and which iOS or macOS is installed on it?,1305629,1305631,1305631
1305629,425105,True,Fri Oct 27 02:16:19 +0000 2017,@AppleSupport IOS 11.0.3 IPhone 7,1305628,1305630,1305631
1305628,AppleSupport,False,Fri Oct 27 02:21:00 +0000 2017,@425105 Has this occurred in multiple locations and different networks?,1305627,1305629,1305631
1305627,425105,True,Fri Oct 27 02:22:24 +0000 2017,@AppleSupport At home on WiFi is where it occurs.,1305626,1305628,1305631
1305626,AppleSupport,False,Fri Oct 27 02:28:26 +0000 2017,"@425105 Are you able to test it with a different connection? Let us know via DM, then we can go from there. https://t.co/GDrqU22YpT",,1305627,1305631
1326000,412637,True,Mon Oct 16 04:02:11 +0000 2017,I'm not getting the iOS 11 update. How can I fix this @AppleSupport,1325999,,1326000
1325999,AppleSupport,False,Mon Oct 16 12:25:08 +0000 2017,@412637 We'll be happy to look into this with you. Which device is affected? What OS is installed currently?,,1326000,1326000
1331921,430723,True,Fri Oct 27 05:37:29 +0000 2017,@applesupport on iphone 6 volume controls and music controls for spotify no longer work after updating to IOS 11.0.3,1331920,,1331921
1331920,AppleSupport,False,Fri Oct 27 13:15:03 +0000 2017,@430723 We're here to assist. Are the iPhone’s volume up/down button’s not working as shown here: https://t.co/45AlFnF6Ae,,1331921,1331921
1332330,430812,True,Mon Oct 16 05:37:58 +0000 2017,@115858 how is it I’m charging my iPhone and the battery is going down??,1332329,,1332330
1332329,AppleSupport,False,Mon Oct 16 12:54:00 +0000 2017,"@430812 Hey, let's look into the battery life together. DM us the iOS version and we'll work together from there. https://t.co/GDrqU22YpT",,1332330,1332330
1332767,430908,True,Fri Oct 27 05:44:34 +0000 2017,@AppleSupport how do I switch of automatic brightness on this new iOS?,1332765,,1332767
1332765,AppleSupport,False,Fri Oct 27 13:18:30 +0000 2017,@430908 Auto-Brightness moved to Settings &gt; General &gt; Accessibility &gt; Display Accommodations. https://t.co/bkqEVCrK2l,1332766,1332767,1332767
1332766,430908,True,Sat Oct 28 08:52:31 +0000 2017,"@AppleSupport Yeah, thanks for putting it somewhere else",,1332765,1332767
1332784,430914,True,Fri Oct 27 05:22:55 +0000 2017,我遇到了“个人热点”无法关闭的bug，即使我打开“飞行模式”并关闭“个人热点”，关闭飞行模式后，热点依旧显示被连接。iOS 11.0.3 @AppleSupport,1332783,,1332784
1332783,AppleSupport,False,Fri Oct 27 13:15:37 +0000 2017,@430914 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,1332784,1332784
1336281,431723,True,Fri Oct 27 07:45:08 +0000 2017,help @AppleSupport,"1336280,1336282",,1336281
1336280,AppleSupport,False,Fri Oct 27 14:29:37 +0000 2017,"@431723 We got your DM, and we will respond to you there.",,1336281,1336281
1336282,434293,True,Fri Oct 27 14:31:34 +0000 2017,"@431723 @AppleSupport My gf is 12months pregart, help @AppleSupport",1347778,1336281,1336281
1347778,AppleSupport,False,Fri Oct 27 17:16:29 +0000 2017,@434293 We can totally help with your Apple products or services. What is happening? We'll try our best to provide a solution.,,1336282,1336281
1336288,431725,True,Fri Oct 27 07:38:47 +0000 2017,Currently on iPhone upgrade program Placed the order showing nothing in the orders tab. Anyone else have this issue? #iPhoneX @AppleSupport https://t.co/hgQDE8X6jm,"1336289,1336290,1336291,1336292,1336293,1336294,1336295,1336296,1336297,1336298,1336299,1336300,1336301,1336287",,1336288
1336298,573078,True,Fri Oct 27 07:58:53 +0000 2017,@431725 @AppleSupport Same,1925393,1336288,1336288
1336287,AppleSupport,False,Fri Oct 27 14:28:00 +0000 2017,"@431725 We can help with this. Since it says the order is pending, it's being processed. Check back periodically until it shows up.",,1336288,1336288
1925393,AppleSupport,False,Fri Oct 27 14:41:30 +0000 2017,@573078 We appreciate you reaching out. Could you let us know in which country you’re located via a DM? We’ll go from there. https://t.co/GDrqU2kzhr,,1336298,1336288
1336312,380998,True,Fri Oct 27 07:32:47 +0000 2017,"@AppleSupport 
I made a mistake and I ordered twice. how to cancel the first order",1336311,,1336312
1336311,AppleSupport,False,Fri Oct 27 14:24:31 +0000 2017,"@380998 Oops! We understand, things happen. Reach out to our Sales team and we'll sort it out: https://t.co/l9vC3IRh4z",,1336312,1336312
1336351,431735,True,Fri Oct 27 07:35:13 +0000 2017,"Also @115858, might be helpful to have a chat and phone lines that work for help in ordering. #iphoneX",1336347,,1336351
1336347,AppleSupport,False,Fri Oct 27 14:19:00 +0000 2017,@431735 Our Apple Online Sales Support team is here for assisting you with any orders. Reach out to them here: https://t.co/8yjRd1Xo0i,"1336348,1336349,1336350",1336351,1336351
1336350,431735,True,Fri Oct 27 16:00:59 +0000 2017,"@AppleSupport Or at 4am when I was calling the 800 number only to get “we’re busy, call back later”",,1336347,1336351
1336349,431735,True,Fri Oct 27 16:01:18 +0000 2017,@AppleSupport Or anytime between 3am and 4am when the chat help wasn’t working at all,,1336347,1336351
1336348,431735,True,Fri Oct 27 16:01:57 +0000 2017,@AppleSupport This is what I’m buying for $1k? Shameful.,,1336347,1336351
1342683,433146,True,Fri Oct 27 13:02:19 +0000 2017,Dear @115858 your flagship iPhone 8 on the newest OS is buggy as hell. Please fix. I’m tired of restarting my phone to fix small OS hiccups.,1342677,,1342683
1342677,AppleSupport,False,Fri Oct 27 16:12:00 +0000 2017,@433146 We're glad to help. What is going on with your device? What are some of the bugs?,"1342678,1342679,1342680,1342681,1342682",1342683,1342683
1342678,433146,True,Fri Oct 27 17:29:46 +0000 2017,@AppleSupport After deleting email account and then re-adding the same account iOS says the account already exists. Resolved by rebooting,,1342677,1342683
1342681,433146,True,Fri Oct 27 17:30:15 +0000 2017,@AppleSupport When in driving mode trying to unlock phone the home button will bring up “I’m not driving right now” button instead of unlocking the device,,1342677,1342683
